movie_id,certificate,runtime,rating,votes
tt0122642,R,90 min,5.1,1271.0
tt0286635,R,102 min,6.8,6649.0
tt2887322,PG-13,107 min,5.5,2137.0
tt10017680,Not Rated,96 min,5.8,738.0
tt3696192,Not Rated,141 min,5.0,8706.0
tt0071089,Passed,98 min,5.5,772.0
tt0091815,R,80 min,5.6,711.0
tt0758732,Unrated,131 min,6.7,4744.0
tt1844203,R,93 min,5.2,2749.0
tt1856057,PG,84 min,6.6,1598.0
tt0092224,R,86 min,3.8,287.0
tt6861726,Not Rated,150 min,6.8,6167.0
tt0105680,R,81 min,1.9,853.0
tt0017979,Passed,87 min,5.8,86.0
tt0263101,R,105 min,6.5,3717.0
tt2678948,Not Rated,185 min,6.2,13134.0
tt0172610,R,92 min,4.6,804.0
tt0386651,PG-13,90 min,7.6,5231.0
tt1431122,Not Rated,139 min,4.4,2671.0
tt6485776,Not Rated,108 min,5.9,931.0
tt0068742,PG,111 min,5.8,324.0
tt6157600,Not Rated,99 min,4.5,380.0
tt6869538,TV-MA,132 min,6.3,2818.0
tt3956336,Not Rated,97 min,5.2,447.0
tt1060249,Not Rated,138 min,2.0,2650.0
tt0093120,PG-13,109 min,6.5,522.0
tt5644726,PG-13,126 min,6.3,1195.0
tt2133239,Not Rated,94 min,6.0,2810.0
tt4519312,PG,91 min,4.5,547.0
tt0064911,R,95 min,5.3,284.0
tt0366180,Not Rated,168 min,6.0,1452.0
tt0068491,PG,87 min,6.0,1127.0
tt0076820,PG,95 min,5.2,498.0
tt0085409,R,95 min,4.8,431.0
tt2178508,Not Rated,141 min,4.1,9943.0
tt0170452,PG-13,109 min,5.1,635.0
tt0071226,R,88 min,6.0,555.0
tt0290879,R,142 min,6.4,1948.0
tt9507276,Not Rated,115 min,7.5,1326.0
tt6814080,Not Rated,113 min,5.4,1342.0
tt0051057,Not Rated,86 min,5.7,628.0
tt5269396,Not Rated,108 min,6.0,2464.0
tt0354538,Not Rated,144 min,5.3,2116.0
tt0151905,R,97 min,4.3,927.0
tt1161064,PG,98 min,3.2,1161.0
tt0091123,G,75 min,5.3,525.0
tt0374330,R,120 min,6.3,4375.0
tt1847713,R,112 min,4.8,1394.0
tt3950078,Not Rated,141 min,6.4,3183.0
tt4379728,Not Rated,88 min,5.9,1989.0
tt0068403,PG,100 min,6.4,333.0
tt5140182,Not Rated,95 min,6.6,710.0
tt0094599,R,97 min,4.7,311.0
tt5938084,Not Rated,127 min,5.7,1967.0
tt0016895,Passed,58 min,7.5,1783.0
tt0102710,R,86 min,4.1,192.0
tt0337930,R,90 min,6.6,3730.0
tt0827709,PG,90 min,5.0,342.0
tt0115531,R,97 min,5.2,694.0
tt2635622,Not Rated,116 min,6.9,5267.0
tt0093714,R,91 min,4.4,556.0
tt1761005,PG-13,91 min,3.5,1606.0
tt0068588,R,83 min,5.7,400.0
tt0092844,R,100 min,5.4,523.0
tt6690310,Not Rated,117 min,6.2,840.0
tt0072604,PG,87 min,4.1,317.0
tt0067026,R,98 min,7.0,550.0
tt0223530,R,112 min,6.4,2122.0
tt0262462,PG-13,82 min,5.3,832.0
tt0099155,R,85 min,4.8,732.0
tt2859246,TV-14,104 min,6.7,1767.0
tt0070704,R,91 min,5.9,295.0
tt0073695,PG,95 min,4.8,439.0
tt0085823,PG,92 min,4.4,180.0
tt0100480,R,95 min,4.2,454.0
tt3516462,Not Rated,120 min,5.4,73.0
tt0371939,R,86 min,6.5,2628.0
tt1130091,PG-13,87 min,3.3,570.0
tt1756476,Not Rated,170 min,7.4,13666.0
tt0297012,R,95 min,5.1,118.0
tt0099577,R,88 min,2.6,465.0
tt3735554,PG-13,113 min,4.6,1271.0
tt1258998,Not Rated,96 min,3.1,699.0
tt0235553,R,85 min,5.0,1408.0
tt0090096,R,90 min,4.7,165.0
tt0101481,R,88 min,4.8,603.0
tt0096072,R,90 min,4.6,289.0
tt2651724,R,90 min,2.7,206.0
tt0071902,PG,98 min,6.0,333.0
tt0072707,R,82 min,4.5,92.0
tt0098158,R,104 min,5.7,161.0
tt0063308,R,118 min,6.3,579.0
tt0022792,Passed,85 min,6.2,1327.0
tt0164686,Passed,85 min,4.3,167.0
tt0068861,PG,90 min,7.7,33.0
tt0143344,PG-13,99 min,4.1,212.0
tt0342916,R,96 min,2.8,332.0
tt1907639,PG-13,112 min,5.3,844.0
tt0108059,Not Rated,96 min,6.6,916.0
tt5310090,Not Rated,109 min,7.6,12246.0
tt0099622,PG,82 min,3.0,157.0
tt5538568,PG-13,75 min,6.1,1204.0
tt0116391,Not Rated,167 min,6.2,257.0
tt0284880,R,71 min,6.6,2040.0
tt0074409,PG,88 min,5.2,249.0
tt0348354,R,92 min,3.1,354.0
tt0066905,R,85 min,3.9,275.0
tt1625856,Not Rated,140 min,4.4,2284.0
tt1956697,Not Rated,150 min,6.0,2488.0
tt3458760,R,98 min,5.2,1631.0
tt3835612,Not Rated,89 min,4.1,135.0
tt2677816,Not Rated,136 min,4.5,540.0
tt0091281,R,97 min,5.3,208.0
tt0337585,R,91 min,6.4,1040.0
tt0071575,R,94 min,6.8,431.0
tt0004635,Not Rated,74 min,5.7,991.0
tt1792122,Not Rated,104 min,8.0,72.0
tt0104607,Not Rated,193 min,6.5,2091.0
tt0465440,PG-13,118 min,4.9,643.0
tt1117379,Not Rated,91 min,4.4,412.0
tt0069167,GP,77 min,5.3,79.0
tt3204012,TV-14,108 min,6.7,377.0
tt0457355,PG-13,96 min,5.1,573.0
tt0787515,R,95 min,5.1,1609.0
tt0097146,R,95 min,4.8,246.0
tt4979652,PG-13,112 min,5.9,740.0
tt1981080,PG-13,98 min,6.0,5159.0
tt5468018,TV-PG,89 min,6.9,872.0
tt2924352,R,92 min,3.0,743.0
tt0054045,Approved,86 min,5.2,96.0
tt3139764,R,93 min,4.0,326.0
tt0279750,R,94 min,4.0,264.0
tt1261889,Not Rated,98 min,3.2,218.0
tt0036644,Approved,74 min,6.3,1320.0
tt0243415,PG-13,106 min,5.2,569.0
tt3848938,Not Rated,133 min,3.7,2271.0
tt4242158,Not Rated,114 min,5.4,1748.0
tt4505170,G,124 min,6.2,584.0
tt0047556,Approved,81 min,5.8,223.0
tt0338294,Unrated,78 min,4.1,236.0
tt0018203,Passed,80 min,6.9,68.0
tt0304391,R,116 min,5.4,1063.0
tt0401462,R,97 min,2.2,689.0
tt0167431,R,99 min,5.0,231.0
tt1975205,Not Rated,88 min,2.6,273.0
tt0269217,Unrated,110 min,6.9,2846.0
tt0821462,Not Rated,115 min,6.4,869.0
tt0475750,R,124 min,5.7,1358.0
tt0107284,PG-13,97 min,3.5,259.0
tt0114973,PG-13,88 min,5.7,71.0
tt5078390,Not Rated,118 min,3.2,73.0
tt3209242,Not Rated,87 min,6.1,31.0
tt0318010,R,112 min,3.6,144.0
tt0264605,R,90 min,3.6,137.0
tt0017738,Passed,68 min,6.6,27.0
tt6152908,Unrated,99 min,3.8,365.0
tt10295602,Not Rated,98 min,6.1,864.0
tt0189173,R,105 min,4.2,46.0
tt0389989,Not Rated,90 min,4.4,169.0
tt1130983,Not Rated,97 min,5.3,251.0
tt2901548,Not Rated,120 min,5.7,1071.0
tt0031825,Approved,55 min,5.9,284.0
tt0861701,Unrated,72 min,2.4,695.0
tt2706264,Not Rated,144 min,5.2,449.0
tt0031012,Passed,62 min,5.9,344.0
tt0282965,R,109 min,5.0,118.0
tt0014379,Passed,60 min,6.5,23.0
tt0990376,PG,81 min,3.8,720.0
tt0165216,PG,110 min,6.0,85.0
tt0068803,R,94 min,7.2,97.0
tt0004545,Passed,50 min,3.1,42.0
tt7935892,R,96 min,8.0,209.0
tt2392504,Not Rated,91 min,7.7,20.0
tt2265591,Not Rated,80 min,7.3,48.0
tt2633826,Not Rated,136 min,5.1,126.0
tt0016560,Passed,80 min,5.7,663.0
tt2821880,Not Rated,129 min,5.0,198.0
tt0165160,R,90 min,4.9,65.0
tt0017233,Passed,74 min,7.3,30.0
tt9409854,Not Rated,105 min,3.8,135.0
tt0382910,Not Rated,90 min,2.7,143.0
tt1831609,PG-13,100 min,5.9,231.0
tt1670917,Not Rated,45 min,5.4,46.0
tt1948536,Not Rated,96 min,7.5,27.0
tt4520332,PG-13,117 min,6.8,96.0
tt0033957,Passed,85 min,5.1,46.0
tt0427343,R,96 min,3.1,131.0
